ID,Final Influence Score
0,0.04010558547311252
1,0.48212643870551947
2,0.13234237445092273
3,0.1008273742972442
4,0.6549106951895971
5,0.6873926657802214
6,0.09837221765726328
7,0.5996971619007627
8,0.08218891091482666
9,0.1570582548546992
10,0.6037582026333015
11,0.06141707871177576
12,0.6109250871357113
13,0.5934359817512804
14,0.05399685173301105
15,0.6828334261268487
16,0.06671550857458358
17,0.6135679551064821
18,0.10794969049341657
19,0.6188641898856286
20,0.09769133598290053
21,0.0767216160398621
22,0.11743336285018752
23,0.4932892583299536
24,0.8423546114878708
25,0.08687149428618918
26,0.747053867389172
27,0.8281910306503326
28,0.3544881152608386
29,0.09707415561700489
30,0.1906348169001159
31,0.16556253807505628
32,0.08900380250026751
33,0.09095409008863309
34,0.07194101637241207
35,0.7498945067898823
36,0.09566971236509986
37,0.6913218236899734
38,0.18897701295995417
39,0.6642750329089431
40,0.285027041822057
41,0.1725672120503644
42,0.6526116164656812
43,0.797234501773701
44,0.1171785349486193
45,0.07362609965592676
46,0.06646053705633925
47,0.19017619547891546
48,0.7479133389402381
49,0.4623076434503863
50,0.08709663377349147
51,0.07871829040130335
52,0.5730886925058198
53,0.6491350133535196
54,0.6329321424123531
55,0.5920269318603562
56,0.14502987853312277
57,0.1726019372664353
58,0.8011513185094625
59,0.15985533298250537
60,0.7891207177491821
61,0.43465324550796364
62,0.0983645532086499
63,0.09612803771777784
64,0.19845184018949702
65,0.12648410877791466
66,0.021700789148976524
67,0.07400048830001854
68,0.7073193411250933
69,0.10407531382043678
70,0.11142101073060201
71,0.7389045308039719
72,0.22517124443988007
73,0.14703273115386306
74,0.19581132099145493
75,0.7309096956714214
76,0.8618160539206903
77,0.9059963958531376
78,0.8635056237509833
79,0.17662771871825944
80,0.09633350201815266
81,0.7797186946639196
82,0.8934023465586567
83,0.4141728498875829
84,0.08948745302647837
85,0.0
86,0.1417485874574027
87,0.3253063579585956
88,0.6270138919890562
89,0.1843007956050376
90,0.6635327737740422
91,0.0
92,0.07876112294820176
93,0.10887146829217542
94,0.104565728038789
95,0.11499250332671945
96,0.6691195384150135
97,0.7605956942878072
98,0.591920527314959
99,0.1764844777613318
100,0.7807797446836111
101,0.6254206370094721
102,0.6270722959923543
103,0.5994550431873198
104,0.32134849576012997
105,0.09107205909218413
106,0.8311100583273958
107,0.2946672864313684
108,0.9046645845076584
109,0.12062493068076796
110,0.6152077954006885
111,0.40418201571029216
112,0.26018686113218453
113,0.1256526257729939
114,0.9253173166710835
115,0.29638432554904226
116,0.6256690258811319
117,0.16398284336618663
118,0.8275643693693913
119,0.32039608392936375
120,0.4209640017153365
121,0.652887380732966
122,0.12576887262366243
123,0.7655633990142112
124,0.07721214610922889
125,0.28119223817065003
126,0.07881083329152766
127,0.31316335828339875
128,0.21929394652743506
129,0.09703553384702296
130,0.04901072445261531
131,0.5945188977964584
132,0.0
133,0.705405580070581
134,0.1984396175073287
135,0.598770210888784
136,0.803323621719856
137,0.1675243605824273
138,0.30031878848444105
139,0.09337372208017608
140,0.05027598627975252
141,0.0
142,0.08530076637112483
143,0.6702634331991553
144,0.8418122345795769
145,0.049593432386782654
146,0.6052134323184899
147,0.8214387697741101
148,0.6104531893665677
149,0.8436193137499783
150,0.7574485340365584
151,0.2941178773615015
152,0.029942871921432523
153,0.505935537201285
154,0.14575316404028527
155,0.2403416535985563
156,0.871167851483849
157,0.052210979791192796
158,0.06550752580549124
159,0.13011547169812077
160,0.21555852821938154
161,0.09612613024636013
162,0.09445761023537874
163,0.315539986637483
164,0.5767367363660849
165,0.6339539914363328
166,0.4300645699955073
167,0.07574670365185271
168,0.20096006126985028
169,0.6362802555798701
170,0.8052362294219926
171,0.5820474646444684
172,0.6201481515398541
173,0.11145044031524515
174,0.21981276072771172
175,0.6927635590152832
176,0.15137306920661198
177,0.2611550713695949
178,0.1499968719147906
179,0.8355482421888452
180,0.7689907657461554
181,0.832847208294093
182,0.46696752175709816
183,0.6789458140227607
184,0.16568324953294616
185,0.09187416935855536
186,0.7348898520118807
187,0.6037216689165308
188,0.0
189,0.12344152480983328
190,0.11760212028892897
191,0.6672008374255138
192,0.6650518871123732
193,0.35525666996049793
194,0.665219910493337
195,0.24084930547601713
196,0.0
197,0.8061496055108235
198,0.645524112251707
199,0.4258014977717986
200,0.07374722239533166
201,0.21389317948498154
202,0.10885081478211
203,0.2563604833598723
204,0.6661429490333541
205,0.6224696147411923
206,0.4593792206574007
207,0.09215988288852356
208,0.5015290279230757
209,0.13642399559610308
210,0.04694721910494143
211,0.0
212,0.2062441431979936
213,0.12596879688147877
214,0.8696966554150263
215,0.693820381875214
216,0.4994520102675169
217,0.10083650139917816
218,0.8498495595837763
219,0.2514969424470026
220,0.6178234464833721
221,0.021675279924975227
222,0.8264863116962644
223,0.09719972824825712
224,0.09245399066055304
225,0.1107406972694599
226,0.5849948279036954
227,0.12779312745263072
228,0.06143441873817268
229,0.6698563892424396
230,0.20364415984698986
231,0.0
232,0.09686825215468664
233,0.8592343936970481
234,0.07906513921598973
235,0.0995943363357279
236,0.12038580471728555
237,0.06859431729465837
238,0.137436072669808
239,0.1172947516751427
240,0.13464846096785615
241,0.6398300639232612
242,0.1515696563286273
243,0.6365756268510292
244,0.11564324164571305
245,0.8137040069296244
246,0.1441734321728222
247,0.2741174936391487
248,0.11476433023217403
249,0.1280096341402165
250,0.24125615901430014
251,0.040770938027982595
252,0.24197658361360364
253,0.2789646437662147
254,0.2797992049746489
255,0.1342263730533289
256,0.06251167475836897
257,0.36842005611880096
258,0.7061607602889957
259,0.6135744102980154
260,0.7051242408000493
261,0.6212465005397387
262,0.5902369057544181
263,0.7515045750480609
264,0.25289153654618063
265,0.14424684995845222
266,0.1656818828540776
267,0.20852914683804763
268,0.06783639687317106
269,0.05627557729777208
270,0.059001629745780076
271,0.7818056243765672
272,0.6859040393438869
273,0.6434545265620839
274,0.6978591862956918
275,0.16897125247218164
276,0.6043633418459167
277,0.5735022494124966
278,0.0
279,0.06663760740759428
280,0.09891774823062544
281,0.6182771701850178
282,0.11213639332537223
283,0.051988663044608946
284,0.6233747266289549
285,0.7036164730935284
286,0.7903069499604567
287,0.8468809036319116
288,0.09999574033344999
289,0.7205057952080705
290,0.08503227936524732
291,0.3956517818162371
292,0.8464311212571876
293,0.8713156279622107
294,0.08023532015446089
295,0.6425046821054332
296,0.10045272168409758
297,0.7446368228772264
298,0.6100346548088444
299,0.14830635734226344
300,0.1551239497951119
301,0.16548786473669402
302,0.6626676798217759
303,0.7691872547686318
304,0.22195937504434404
305,0.11326792943283914
306,0.13895047194386972
307,0.8073739976000074
308,0.6450196122700944
309,0.8107297480947164
310,0.60285861056087
311,0.10349103922516345
312,0.13675254208744697
313,0.34848492522529423
314,0.595836764419571
315,0.6623550126053148
316,0.6303296041492568
317,0.12032114229506463
318,0.5797109612390909
319,0.6211004849018562
320,0.9882164842380972
321,0.07374430054148828
322,0.8002954334227927
323,0.7591336258841379
324,0.6818531393321814
325,0.8161242688580606
