ID,Final_Fraud_Score
0,0.48
1,0.0
2,0.4
3,0.7400000000000001
4,0.0
5,0.4
6,0.48
7,0.4666666666666667
8,0.08000000000000002
9,0.4
10,0.4
11,0.5
12,0.08000000000000002
13,0.24
14,0.0
15,0.16000000000000003
16,0.48
17,0.0
18,0.16000000000000003
19,0.0
20,0.48
21,0.6400000000000001
22,0.4
23,0.16000000000000003
24,0.08000000000000002
25,0.5599999999999999
26,0.16000000000000003
27,0.16000000000000003
28,0.0
29,0.0
30,0.24
31,0.16000000000000003
32,0.32000000000000006
33,0.48
34,0.6000000000000001
35,0.5085714285714286
36,0.32000000000000006
37,0.16000000000000003
38,0.4666666666666667
39,0.4
40,0.5599999999999999
41,0.5133333333333333
42,0.32000000000000006
43,0.0
44,0.4
45,0.32000000000000006
46,0.4
47,0.48
48,0.0
49,0.0
50,0.08000000000000002
51,0.5599999999999999
52,0.5599999999999999
53,0.16000000000000003
54,0.24
55,0.4
56,0.08000000000000002
57,0.4
58,0.08000000000000002
59,0.0
60,0.48
61,0.4
62,0.48
63,0.5599999999999999
64,0.5599999999999999
65,0.6400000000000001
66,0.0
67,0.0
68,0.48
69,0.7200000000000001
70,0.24
71,0.6400000000000001
72,0.6400000000000001
73,0.4
74,0.4
75,0.24
76,0.4
77,0.48
78,0.48
79,0.4
80,0.6400000000000001
81,0.4
82,0.4
83,0.4666666666666667
84,0.24
85,
86,0.0
87,0.6400000000000001
88,0.4
89,0.48
90,0.24
91,
92,0.0
93,0.24
94,0.6400000000000001
95,0.0
96,0.16000000000000003
97,0.6400000000000001
98,0.4
99,0.4
100,0.16000000000000003
101,0.4
102,0.4
103,0.48
104,0.4
105,0.4
106,0.48
107,0.32000000000000006
108,0.32000000000000006
109,0.16000000000000003
110,0.4
111,0.7200000000000001
112,0.48
113,0.4
114,0.48
115,0.6622222222222224
116,0.32000000000000006
117,0.0
118,0.04000000000000001
119,0.6400000000000001
120,0.6400000000000001
121,0.5599999999999999
122,0.48
123,0.4
124,0.16000000000000003
125,0.4666666666666667
126,0.6400000000000001
127,0.6400000000000001
128,0.44000000000000006
129,0.4
130,0.16000000000000003
131,0.4
132,
133,0.5599999999999999
134,0.0
135,0.4
136,0.4
137,0.32000000000000006
138,0.10857142857142857
139,0.0
140,0.4
141,
142,0.48
143,0.24
144,0.48
145,0.5599999999999999
146,0.16000000000000003
147,0.5599999999999999
148,0.24
149,0.13
150,0.6400000000000001
151,0.4
152,0.7200000000000001
153,0.4
154,0.6400000000000001
155,0.4
156,0.61
157,0.24
158,0.4
159,0.4
160,0.4
161,0.4
162,0.6400000000000001
163,0.48
164,0.26
165,0.16000000000000003
166,0.48
167,0.48
168,0.04000000000000001
169,0.16000000000000003
170,0.52
171,0.5599999999999999
172,0.0
173,0.16000000000000003
174,0.5599999999999999
175,0.4
176,0.16000000000000003
177,0.6400000000000001
178,0.24
179,0.5599999999999999
180,0.08000000000000002
181,0.0
182,0.21000000000000002
183,0.6000000000000001
184,0.7200000000000001
185,0.08000000000000002
186,0.6400000000000001
187,0.48
188,
189,0.16000000000000003
190,0.32000000000000006
191,0.16000000000000003
192,0.6400000000000001
193,0.4
194,0.44000000000000006
195,0.16000000000000003
196,
197,0.0
198,0.0
199,0.4
200,0.4
201,0.5599999999999999
202,0.5599999999999999
203,0.4
204,0.45
205,0.16000000000000003
206,0.53
207,0.24
208,0.30666666666666664
209,0.32000000000000006
210,0.4
211,
212,0.7200000000000001
213,0.5599999999999999
214,0.4
215,0.0
216,0.24
217,0.6400000000000001
218,0.4
219,0.5599999999999999
220,0.0
221,0.6400000000000001
222,0.4
223,0.33999999999999997
224,0.6400000000000001
225,0.4
226,0.6000000000000001
227,0.48
228,0.4
229,0.24
230,0.5599999999999999
231,
232,0.48
233,0.48
234,0.48
235,0.4
236,0.08000000000000002
237,0.4
238,0.0
239,0.16000000000000003
240,0.48
241,0.05
242,0.0
243,0.4
244,0.52
245,0.32000000000000006
246,0.24
247,0.6400000000000001
248,0.4
249,0.48
250,0.4
251,0.4
252,0.4
253,0.0
254,0.5
255,0.6599999999999999
256,0.48
257,0.4
258,0.4
259,0.0
260,0.4
261,0.4
262,0.4
263,0.4
264,0.5599999999999999
265,0.5599999999999999
266,0.24
267,0.5599999999999999
268,0.4
269,0.4
270,0.4
271,0.4
272,0.4
273,0.08000000000000002
274,0.48
275,0.08000000000000002
276,0.6400000000000001
277,0.24
278,
279,0.61
280,0.5599999999999999
281,0.0
282,0.6400000000000001
283,0.0
284,0.44000000000000006
285,0.4
286,0.45
287,0.4
288,0.0
289,0.6400000000000001
290,0.24
291,0.4
292,0.0
293,0.4
294,0.16000000000000003
295,0.4666666666666667
296,0.5599999999999999
297,0.4
298,0.16000000000000003
299,0.48
300,0.08000000000000002
301,0.24
302,0.43333333333333335
303,0.24
304,0.48
305,0.0
306,0.4
307,0.16000000000000003
308,0.6400000000000001
309,0.4
310,0.16000000000000003
311,0.4
312,0.24
313,0.48
314,0.24
315,0.24
316,0.4
317,0.16000000000000003
318,0.08000000000000002
319,0.0
320,0.6400000000000001
321,0.0
322,0.4153846153846154
323,0.32000000000000006
324,0.44000000000000006
325,0.0
326,0.58
327,0.6599999999999999
328,0.5599999999999999
329,0.4
330,0.0
331,0.5599999999999999
332,0.24
333,0.4
334,0.32000000000000006
335,0.24
336,0.4
337,0.12000000000000002
338,0.5933333333333333
339,0.43333333333333335
340,0.48
341,0.6400000000000001
342,0.6400000000000001
343,0.48
344,0.0
345,0.58
346,0.32000000000000006
347,0.4
348,0.6400000000000001
349,0.24
350,0.4
351,0.08000000000000002
352,0.4
353,0.0
354,0.0
355,0.4
356,0.16000000000000003
357,0.4
358,0.4
359,0.24
360,0.48
361,0.5599999999999999
362,0.4
363,0.4
364,0.32000000000000006
365,0.0
366,0.4
367,0.5599999999999999
368,0.16000000000000003
369,0.24
370,0.04000000000000001
371,0.4
372,0.05
373,
374,0.0
375,0.32000000000000006
376,0.16000000000000003
377,0.4
378,0.4
379,0.4
380,0.0
381,0.5599999999999999
382,0.24
383,0.48
384,0.5599999999999999
385,0.6400000000000001
386,0.4
387,0.4
388,0.32000000000000006
389,0.4
390,0.48
391,0.24
392,0.5599999999999999
393,0.16000000000000003
394,0.5599999999999999
395,0.48
396,0.4
397,0.37000000000000005
398,0.4
399,0.0
400,0.48
401,0.0
402,0.0
403,0.4
404,0.4
405,0.6400000000000001
406,0.4
407,0.32000000000000006
408,0.4
409,0.7200000000000001
410,0.5599999999999999
411,0.24
412,0.8
413,0.4
414,0.24
415,0.4
416,0.16000000000000003
417,0.4
418,0.4
419,0.4
420,0.48
421,0.6400000000000001
422,0.4
423,0.08000000000000002
424,0.0
425,0.16000000000000003
426,0.4
427,0.16000000000000003
428,0.4
429,0.6400000000000001
430,0.08000000000000002
431,0.5599999999999999
432,0.5599999999999999
433,0.5599999999999999
434,0.16000000000000003
435,0.48
436,0.4
437,0.4
438,0.32000000000000006
439,0.0
440,0.4
441,0.4
442,0.32000000000000006
443,0.4
444,0.4
445,0.5599999999999999
446,0.16000000000000003
447,0.6400000000000001
448,0.48
449,0.48
450,0.6000000000000001
451,
452,0.4
453,0.0
454,0.24
455,0.0
456,0.0
457,0.4
458,0.16000000000000003
459,0.4
460,0.0
461,0.24
462,0.0
463,0.48
464,0.4
465,0.48
466,0.24
467,0.5
468,0.4
469,0.76
470,0.48
471,0.32000000000000006
472,0.16000000000000003
473,0.0
474,
475,0.4
476,0.5599999999999999
477,0.24
478,0.4
479,0.4
480,0.0
481,0.24
482,0.6400000000000001
483,0.48
484,0.28
485,0.6400000000000001
486,0.48
487,0.5599999999999999
488,0.4
489,0.24
490,0.6400000000000001
491,0.4
492,0.5599999999999999
493,0.4
494,0.16000000000000003
495,0.12000000000000002
496,0.6400000000000001
497,0.24
498,0.4
499,0.0
500,0.48
501,0.4
502,0.4
503,0.08000000000000002
504,0.7200000000000001
505,0.4
506,0.48
507,0.48
508,0.24
509,0.52
510,0.7200000000000001
511,0.0
512,0.48
513,0.5599999999999999
514,0.6400000000000001
515,0.6000000000000001
516,0.24
517,0.6400000000000001
518,0.48
519,0.30666666666666664
520,0.16000000000000003
521,0.4
522,0.4666666666666667
523,0.0
524,0.32000000000000006
525,0.0
526,0.4
527,0.48
528,0.5599999999999999
529,0.32000000000000006
530,0.4
531,0.16000000000000003
532,0.48
533,0.6400000000000001
534,0.24
535,0.08000000000000002
536,0.16000000000000003
537,0.4
538,0.16000000000000003
539,0.5599999999999999
540,0.4
541,0.0
542,0.16000000000000003
543,0.16000000000000003
544,0.4
545,0.4
546,0.5599999999999999
547,0.16000000000000003
548,0.16000000000000003
549,0.5599999999999999
550,0.4
551,0.32000000000000006
552,0.4
553,0.06666666666666667
554,0.0
555,0.16000000000000003
556,0.5599999999999999
557,0.5599999999999999
558,0.6400000000000001
559,0.4
560,0.0
561,0.24
562,0.4
563,
564,0.0
565,0.0
566,0.6400000000000001
567,0.4
568,0.0
569,0.4
570,0.4
571,0.04000000000000001
572,0.48
573,
574,0.6400000000000001
575,0.4
576,0.08000000000000002
577,0.6400000000000001
578,0.4
579,0.45
580,0.32000000000000006
581,0.4
582,0.0
583,0.6400000000000001
584,0.4
585,0.6400000000000001
586,0.24
587,0.0
588,0.4
589,0.16000000000000003
590,0.4
591,0.4
592,0.48
593,0.6800000000000002
594,0.0
595,0.5599999999999999
596,0.20000000000000004
597,0.12
598,0.6400000000000001
599,0.1
600,0.16000000000000003
601,0.0
602,0.48
603,
604,0.4
605,0.48
606,0.0
607,0.48
608,0.4
609,0.4
610,0.6599999999999999
611,0.6400000000000001
612,0.44000000000000006
613,0.4
614,0.32000000000000006
615,0.4
616,0.4
617,0.5599999999999999
618,0.4
619,0.5599999999999999
620,0.24
621,0.6400000000000001
622,0.4
623,0.5599999999999999
624,0.6400000000000001
625,0.03333333333333332
626,0.24
627,0.16000000000000003
628,0.4
629,0.24
630,
631,0.6000000000000001
632,0.48
633,0.6400000000000001
634,0.24
635,0.4
636,0.48
637,0.4
638,0.4666666666666667
639,
640,0.4
641,0.08000000000000002
642,0.6900000000000002
643,0.4
644,0.32000000000000006
645,0.48
646,0.48
647,
648,0.6400000000000001
649,0.7066666666666668
650,0.32000000000000006
651,0.4
652,0.4
653,0.48
654,0.6400000000000001
655,0.16000000000000003
656,0.24
657,0.4
658,0.4
659,0.24
660,0.16000000000000003
661,0.37000000000000005
662,0.4
663,0.5466666666666666
664,0.0
665,0.4
666,0.0
667,0.4
668,0.08000000000000002
669,0.0
670,0.32000000000000006
671,0.6400000000000001
672,0.4
673,0.48
674,0.16000000000000003
675,0.0
676,0.4
677,
678,0.4
679,0.4
680,0.5599999999999999
681,0.24
682,0.6400000000000001
683,0.0
684,0.4
685,0.08000000000000002
686,0.24
687,0.0
688,0.6400000000000001
689,0.0
690,0.4
691,0.48
692,0.4
693,0.8400000000000001
694,0.5599999999999999
695,0.4
696,0.6400000000000001
697,0.4
698,
699,
700,0.4
701,0.5599999999999999
702,0.4
703,0.4
704,0.58
705,0.32000000000000006
706,0.44000000000000006
707,0.32000000000000006
708,0.4
709,0.4
710,0.0
711,0.0
712,0.08000000000000002
713,
714,0.5599999999999999
715,0.48
716,0.0
717,0.6400000000000001
718,0.4
719,0.4
720,0.4
721,0.4
722,0.4
723,0.5599999999999999
724,0.4
725,0.4
726,0.24
727,0.5599999999999999
728,0.4
729,0.4
730,0.24
731,0.5599999999999999
732,0.0
733,0.08000000000000002
734,0.0
735,0.19333333333333336
736,0.52
737,0.48
738,0.4
739,0.4
740,0.24
741,0.24
742,0.4
743,0.08000000000000002
744,0.5599999999999999
745,0.6900000000000002
746,0.4
747,0.4
748,0.4
749,0.0
750,0.4
751,0.08000000000000002
752,0.4
753,0.24
754,0.0
755,0.0
756,0.43333333333333335
757,
758,0.4
759,0.48
760,0.48
761,0.0
762,0.4
763,0.6400000000000001
764,0.16000000000000003
765,0.32000000000000006
766,0.0
767,0.06666666666666667
768,0.4
769,0.4
770,0.6400000000000001
771,0.24
772,0.4
773,0.0
774,0.48
775,0.48
776,0.16000000000000003
777,0.48
778,
779,0.16000000000000003
780,0.6400000000000001
781,0.48
782,0.4
783,0.4
784,0.4666666666666667
785,0.32000000000000006
786,0.16000000000000003
787,
788,0.24
789,0.5599999999999999
790,0.4
791,0.4
792,0.4
793,0.4
794,0.4
795,0.6400000000000001
796,0.4
797,0.0
798,0.48
799,0.4
800,0.24
801,0.4
802,0.4
803,0.24
804,0.4
805,
806,0.48
807,0.5
808,0.16000000000000003
809,0.4
810,0.4
811,0.0
812,0.4
813,0.5
814,0.24
815,0.6400000000000001
816,0.5599999999999999
817,0.4
818,0.0
819,0.4
820,0.24
821,0.0
822,0.4
823,0.24
824,0.6400000000000001
825,0.4
826,0.7200000000000001
827,0.5599999999999999
828,0.0
829,0.6400000000000001
830,0.6400000000000001
831,0.5599999999999999
832,0.48
833,0.48
834,0.32000000000000006
835,0.16000000000000003
836,0.32000000000000006
837,0.48
838,0.32000000000000006
839,0.48
840,
841,0.4
842,0.7200000000000001
843,0.08000000000000002
844,0.16000000000000003
845,0.48
846,0.4
847,0.36000000000000004
848,0.0
849,0.4
850,0.5599999999999999
851,0.44000000000000006
852,0.08000000000000002
853,0.16000000000000003
854,0.4
855,0.5599999999999999
856,0.48
857,0.32000000000000006
858,0.16000000000000003
859,0.0
860,0.6400000000000001
861,0.4
862,0.0
863,0.32000000000000006
864,0.4
865,0.48
866,
867,0.6971428571428573
868,
869,
870,0.6000000000000001
871,
872,0.0
873,0.16000000000000003
874,0.4
875,0.0
876,
877,0.24
878,0.4
879,0.68
880,0.0
881,0.4
882,0.5599999999999999
883,0.7066666666666668
884,0.6400000000000001
885,0.48
886,0.16000000000000003
887,0.6400000000000001
888,0.5599999999999999
889,0.18857142857142858
890,0.6400000000000001
891,0.4
892,0.16000000000000003
893,0.24
894,0.4
895,0.48
896,0.32000000000000006
897,0.16000000000000003
898,0.48
899,0.4
900,0.16000000000000003
901,0.6400000000000001
902,0.4
903,0.4
904,0.4
905,0.45
906,0.48
907,0.16000000000000003
908,0.4
909,0.44
910,
911,0.7066666666666668
912,0.4
913,0.08000000000000002
914,0.48
915,0.48
916,0.6400000000000001
917,0.48
918,0.4
919,0.0
920,0.4
921,
922,0.5599999999999999
923,0.08000000000000002
924,0.4
925,0.4
926,0.6400000000000001
927,0.4
928,0.0
929,0.4
930,0.5599999999999999
931,0.48
932,0.6400000000000001
933,0.0
934,0.4
935,0.33999999999999997
936,0.4
937,0.0
938,0.32000000000000006
939,0.5599999999999999
940,0.4
941,0.32000000000000006
942,0.68
943,0.6400000000000001
944,
945,0.08000000000000002
946,0.5599999999999999
947,0.24
948,0.5466666666666666
949,0.24
950,0.4
951,0.48
952,0.0
953,0.48
954,0.48
955,0.16000000000000003
956,0.7200000000000001
957,0.32000000000000006
958,0.32000000000000006
959,0.4
960,0.0
961,0.04000000000000001
962,0.4
963,0.16000000000000003
964,0.32000000000000006
965,0.4
966,0.4
967,0.16000000000000003
968,0.48
969,0.4
970,0.5085714285714286
971,0.6400000000000001
972,0.32000000000000006
973,0.5133333333333333
974,
975,0.4
976,0.32000000000000006
977,0.4
978,0.32000000000000006
979,0.6400000000000001
980,0.4
981,0.4
982,0.24
983,0.48
984,0.6400000000000001
985,0.4
986,0.6400000000000001
987,0.4
988,0.32000000000000006
989,0.4
990,0.5
991,0.5599999999999999
992,0.4
993,0.4
994,0.08000000000000002
995,0.4666666666666667
996,0.4
997,0.48
998,0.32000000000000006
999,0.0
